Pulsar ID,Pulsar Class,Age,Period (P),Period Derivative (P˙),Magnetic Field (B),Initial Period (Pinit​),Initial B Field (Binit​),Galactic Longitude (l),Galactic Latitude (b),Distance,Dispersion Measure (DM),"Proper Motion (μl​,μb​)",Kick Velocity,Is Binary,Orbital Period (Pb​),Companion Mass (Mc​),Eccentricity (e),Radio Luminosity (L1400​),Single-Pulse Lum. Dist.,Radio Beaming Fraction,Viewing Angle (ζ),Inclination Angle (α),Nulling Fraction (NF)
J1627+3219,NRAD,6.313913e+09,2.182834e-03,5.477572e-21,1.106508e+08,,,,,,,,,ELL1,,,,,,,,,
J1628-3205,HE,4.256625e+09,3.211568e-03,1.195412e-20,1.982748e+08,,,3.474278e+02,1.148236e+01,1.227000e+00,4.215000e+01,,1.296066e+02,BTX,,,,,,,,,
J1630+3550,,2.268404e+09,3.229156e-03,2.255458e-20,2.730938e+08,,,5.787682e+01,4.307663e+01,1.567000e+00,1.745000e+01,,2.946457e+02,ELL1,,,4.210701e-04,,,,,,
J1630+3734,HE,4.917983e+09,3.318112e-03,1.068981e-20,1.905814e+08,,,6.024489e+01,4.321458e+01,1.187000e+00,1.418000e+01,,1.040962e+02,BT,,,5.103000e-05,,,,,,
J1640+2224,HE,1.778904e+10,3.163316e-03,2.817449e-21,9.553209e+07,,,4.105101e+01,3.827119e+01,1.249991e+00,1.843000e+01,,6.830667e+01,DDH,,,7.972770e-04,,,,,,
J1641+3627B,,,3.528072e-03,-1.493675e-22,,,,5.897151e+01,4.091277e+01,7.500000e+00,2.944560e+01,,1.445541e+02,ELL1,,,2.828427e-06,,,,,,
J1641+3627D,,,3.118289e-03,-2.353142e-20,,,,5.900526e+01,4.090884e+01,7.500000e+00,3.040000e+01,,1.445541e+02,ELL1,,,5.729585e-04,,,,,,
J1641+3627E,,2.259145e+09,2.486982e-03,1.744193e-20,2.107578e+08,,,5.900755e+01,4.091029e+01,7.500000e+00,3.054000e+01,,1.445541e+02,ELL1,,,1.252996e-04,,,,,,
J1641+3627F,,3.403350e+09,3.003501e-03,1.398258e-20,2.073755e+08,,,5.902380e+01,4.090294e+01,7.420000e+00,3.036600e+01,,1.430122e+02,ELL1,,,5.385165e-06,,,,,,
J1641+8049,HE,3.271707e+09,2.021179e-03,9.788058e-21,1.423314e+08,,,1.138401e+02,3.176257e+01,4.600000e+00,3.109188e+01,,4.409676e+01,ELL1,,,2.147091e-05,,,,,,
J1643-1224,,3.966058e+09,4.621642e-03,1.846304e-20,2.955968e+08,,,5.669509e+00,2.121761e+01,7.400000e-01,6.239750e+01,,2.414373e+01,T2,,,5.057400e-04,,,,,,
J1653-0158,NRAD,1.297920e+10,1.967682e-03,2.402000e-21,6.956871e+07,,,1.661471e+01,2.493545e+01,8.400000e-01,,,7.943388e+01,ELL1,,,,,,,,,
J1653-2054,,5.856970e+09,4.129145e-03,1.117000e-20,2.173235e+08,,,3.599690e+02,1.426125e+01,2.631000e+00,5.652130e+01,,,ELL1,,,0.000000e+00,,,,,,
J1701-3006A,,,5.241566e-03,-1.317007e-19,,,,3.535776e+02,7.322232e+00,6.410000e+00,1.149800e+02,,1.796745e+02,ELL1,,,0.000000e+00,,,,,,
J1701-3006B,,,3.593852e-03,-3.496186e-19,,,,3.535737e+02,7.318600e+00,6.410000e+00,1.134600e+02,,1.783597e+02,BTX,,,0.000000e+00,,,,,,
J1701-3006C,,,7.612849e-03,-6.332562e-20,,,,3.535718e+02,7.316284e+00,6.410000e+00,1.145500e+02,,1.822575e+02,ELL1,,,0.000000e+00,,,,,,
J1701-3006D,,3.992311e+08,3.417770e-03,1.356390e-19,6.889913e+08,,,3.535771e+02,7.317091e+00,6.410000e+00,1.142300e+02,,1.715869e+02,ELL1,,,4.120000e-04,,,,,,
J1701-3006E,,1.666507e+08,3.233737e-03,3.074424e-19,1.008984e+09,,,3.535755e+02,7.317223e+00,6.410000e+00,1.137900e+02,,1.487231e+02,BTX,,,0.000000e+00,,,,,,
J1701-3006F,,1.646864e+08,2.294727e-03,2.207696e-19,7.202531e+08,,,3.535735e+02,7.317704e+00,6.410000e+00,1.132900e+02,,1.817125e+02,ELL1,,,0.000000e+00,,,,,,
J1701-3006G,,,4.608103e-03,-1.145650e-19,,,,3.535781e+02,7.316407e+00,6.410000e+00,1.136700e+02,,1.759001e+02,ELL1,,,8.869278e-04,,,,,,
J1701-3006H,,1.549519e+09,3.704760e-03,3.788169e-20,3.790921e+08,,,3.535815e+02,7.319411e+00,4.851000e+00,1.147000e+02,,,BT,,,,,,,,,
J1701-3006I,,,3.295617e-03,-3.372531e-19,,,,3.535735e+02,7.318180e+00,4.719000e+00,1.133500e+02,,,ELL1,,,2.061553e-04,,,,,,
J1708-3506,,6.249985e+09,4.505159e-03,1.142082e-20,2.295375e+08,,,3.504696e+02,3.123745e+00,3.319000e+00,1.467636e+02,,8.913719e+01,DD,,,2.444900e-04,,,,,,
J1709+2313,,2.021316e+10,4.631000e-03,3.630000e-21,1.312021e+08,,,4.452198e+01,3.220912e+01,2.180000e+00,2.535000e+01,,1.055669e+02,BT,,,1.870000e-05,,,,,,
J1713+0747,HE,8.489206e+09,4.570137e-03,8.529590e-21,1.997923e+08,,,2.875056e+01,2.522284e+01,1.136355e+00,1.599180e+01,,3.389693e+01,T2,,,7.494050e-05,,,,,,
J1717+4308A,,8.189419e+08,3.159721e-03,6.113101e-20,4.447389e+08,,,6.833605e+01,3.486143e+01,8.500000e+00,3.545000e+01,,2.002351e+02,BTX,,,,,,,,,
J1719-1438,,1.140633e+10,5.790152e-03,8.042853e-21,2.183735e+08,,,8.858507e+00,1.283834e+01,3.360000e-01,3.677520e+01,,1.778208e+01,ELL1,,,8.062258e-04,,,,,,
J1720-0533,,6.335013e+09,3.267652e-03,8.172488e-21,1.653655e+08,,,1.706673e+01,1.725223e+01,1.910000e-01,3.682987e+01,,,ELL1,,,4.400000e-05,,,,,,
J1723-2837,,3.898580e+09,1.855733e-03,7.541800e-21,1.197141e+08,,,3.576163e+02,4.260104e+00,9.259192e-01,1.968800e+01,,1.171861e+02,ELL1,,,,,,,,,
J1731-1847,HE,1.462092e+09,2.344560e-03,2.540695e-20,2.469772e+08,,,6.889711e+00,8.150589e+00,4.782000e+00,1.064711e+02,,1.413824e+02,BTX,,,2.900000e-05,,,,,,
J1732-5049,HE,5.931307e+09,5.312550e-03,1.419118e-20,2.778503e+08,,,3.400287e+02,-9.454498e+00,1.874000e+00,5.682090e+01,,8.884788e+01,T2,,,8.428298e-06,,,,,,
J1737-0314A,,3.282794e+08,1.979976e-03,9.556138e-20,4.401707e+08,,,2.132595e+01,1.480681e+01,9.100000e+00,8.210000e+01,,2.676651e+02,BT,,,,,,,,,
J1737-0811,,8.341634e+09,4.175017e-03,7.930000e-21,1.841263e+08,,,1.693251e+01,1.231753e+01,2.060000e-01,5.530600e+01,,1.161831e+01,BT,,,5.380000e-05,,,,,,
J1738+0333,,3.843197e+09,5.850096e-03,2.411773e-20,3.801016e+08,,,2.772128e+01,1.774224e+01,1.694903e+00,3.377000e+01,,7.003922e+01,T2,,,1.077033e-06,,,,,,
J1740-5340A,,3.442617e+08,3.650329e-03,1.680000e-19,7.924477e+08,,,3.381649e+02,-1.196671e+01,2.482000e+00,7.180000e+01,,2.113176e+02,BT,,,,,,,,,
J1740-5340B,,,5.786968e-03,-6.028021e-21,,,,3.381656e+02,-1.196075e+01,2.482000e+00,7.220000e+01,,2.113176e+02,BTX,,,,,,,,,
J1741+1351,HE,1.964825e+09,3.747155e-03,3.021648e-20,3.405044e+08,,,3.788518e+01,2.164080e+01,1.666655e+00,2.420000e+01,,9.199178e+01,ELL1H,,,9.984217e-06,,,,,,
J1744-2946,,,8.392191e-03,,,,,3.591246e+02,-1.882219e-01,4.585000e+00,6.737000e+02,,,ELL1,,,3.000000e-04,,,,,,
J1745+1017,HE,1.539712e+10,2.652130e-03,2.729111e-21,8.609104e+07,,,3.486931e+01,1.925369e+01,1.211000e+00,2.390000e+01,,4.484106e+01,ELL1,,,0.000000e+00,,,,,,
J1745-23,,,5.416700e-03,,,,,4.700761e+00,2.896102e+00,7.941000e+00,2.449400e+02,,,BT,,,,,,,,,
J1748-2021F,,,3.793629e-03,-1.054906e-20,,,,7.727292e+00,3.802121e+00,8.200000e+00,2.204300e+02,,1.629847e+02,BT,,,5.310800e-02,,,,,,
J1748-2446E,,,2.197800e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.366300e+02,,1.759187e+02,BT,,,2.000000e-02,,,,,,
J1748-2446I,,,9.570190e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.385500e+02,,1.759187e+02,BT,,,4.280000e-01,,,,,,
J1748-2446M,,,3.569570e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.384900e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446N,,,8.666900e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.382900e+02,,1.759187e+02,BT,,,4.500000e-05,,,,,,
J1748-2446O,,,1.676630e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.362000e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446P,,,1.728620e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.387900e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446Q,,,2.812000e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.342400e+02,,1.759187e+02,BT,,,7.220000e-01,,,,,,
J1748-2446U,,,3.289140e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.354700e+02,,1.759187e+02,BT,,,6.049800e-01,,,,,,
J1748-2446V,,,2.072510e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.387100e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446W,,,4.205180e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.389200e+02,,1.759187e+02,BT,,,1.500000e-02,,,,,,
J1748-2446X,,,2.999260e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.398100e+02,,1.759187e+02,BT,,,3.024000e-01,,,,,,
J1748-2446Y,,,2.048160e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.387900e+02,,1.759187e+02,BT,,,2.000000e-05,,,,,,
J1748-2446Z,,,2.462590e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.387700e+02,,1.759187e+02,BT,,,7.608000e-01,,,,,,
J1748-2446ab,,,5.119710e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.421500e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446ad,,,1.395955e-03,0.000000e+00,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.356000e+02,,1.759187e+02,ELL1,,,0.000000e+00,,,,,,
J1748-2446ae,,,3.658590e-03,,,,,3.839286e+00,1.686918e+00,6.620000e+00,2.386100e+02,,1.759187e+02,BT,,,,,,,,,
J1748-2446am,,,2.933820e-03,-1.367958e-19,,,,3.838806e+00,1.686525e+00,6.620000e+00,2.381930e+02,,1.759187e+02,DD,,,2.047360e-01,,,,,,
J1748-2446an,,4.885585e+08,4.802338e-03,1.557407e-19,8.751397e+08,,,3.841670e+00,1.684560e+00,6.620000e+00,2.377360e+02,,1.759187e+02,DD,,,6.585600e-03,,,,,,
J1748-2446ao,,4.142992e+08,2.274379e-03,8.697906e-20,4.500790e+08,,,3.842071e+00,1.687065e+00,4.395000e+00,2.382050e+02,,1.142197e+02,DDFWHE,,,3.248890e-01,,,,,,
J1748-2446ap,,1.932605e+08,3.744693e-03,3.070005e-19,1.084995e+09,,,3.843547e+00,1.688030e+00,4.410000e+00,2.397400e+02,,1.242715e+02,DDFWHE,,,9.051860e-01,,,,,,
J1748-2446ar,,,1.952811e-03,-2.646548e-19,,,,3.838828e+00,1.687463e+00,4.400000e+00,2.386640e+02,,,BTX,,,0.000000e+00,,,,,,
J1748-2446at,,,2.188185e-03,-5.899668e-20,,,,3.839892e+00,1.684798e+00,4.405000e+00,2.394690e+02,,,BTX,,,0.000000e+00,,,,,,
J1748-2446au,,,4.548215e-03,-1.067970e-19,,,,3.838841e+00,1.686176e+00,4.393000e+00,2.380800e+02,,1.184198e+02,DDFWHE,,,2.569500e-02,,,,,,
J1748-2446av,,,1.849449e-03,-4.250473e-20,,,,3.840113e+00,1.686417e+00,4.401000e+00,2.389090e+02,,,ELL1H,,,2.550020e-04,,,,,,
J1748-2446ax,,,1.943498e-03,-9.549519e-21,,,,3.836780e+00,1.686883e+00,4.368000e+00,2.354490e+02,,3.769238e+02,DD,,,9.154200e-03,,,,,,
J1748-3009,,,9.683961e-03,-3.579549e-20,,,,3.592724e+02,-1.147207e+00,5.054000e+00,4.202000e+02,,,BT,,,,,,,,,
J1750-3703B,,5.015903e+09,6.074542e-03,1.918803e-20,3.454793e+08,,,3.535265e+02,-5.005768e+00,1.273000e+01,2.343910e+02,,3.576872e+02,BT,,,4.046000e-03,,,,,,
J1751-2857,,5.525937e+09,3.914873e-03,1.122478e-20,2.121279e+08,,,6.455619e-01,-1.124276e+00,1.088000e+00,4.281000e+01,,4.458593e+01,T2,,,1.279200e-04,,,,,,
J1757-5322,,5.343576e+09,8.869961e-03,2.630000e-20,4.887522e+08,,,3.396370e+02,-1.397991e+01,8.333273e-01,3.080470e+01,,4.080178e+01,ELL1,,,4.016217e-06,,,,,,
J1757-6032,,1.541518e+10,2.912498e-03,2.993525e-21,9.448748e+07,,,3.329839e+02,-1.718236e+01,3.512000e+00,6.291800e+01,,6.294155e+01,ELL1,,,1.702939e-06,,,,,,
J1801-3210,,1.635150e+12,7.453584e-03,7.222270e-23,2.347845e+07,,,3.589220e+02,-4.577312e+00,6.113000e+00,1.777290e+02,,1.639443e+02,BT,,,,,,,,,
J1803-6707,HE,1.835689e+09,2.134619e-03,1.842415e-20,2.006799e+08,,,3.268454e+02,-2.034441e+01,1.443000e+00,3.838200e+01,,7.199704e+01,ELL1,,,,,,,,,
J1804-2717,,3.622606e+09,9.343031e-03,4.086324e-20,6.252594e+08,,,3.505105e+00,-2.735626e+00,9.090843e-01,2.468800e+01,,7.283794e+01,T2,,,3.406000e-05,,,,,,
J1805+0615,HE,1.482124e+09,2.128906e-03,2.275820e-20,2.227395e+08,,,3.335083e+01,1.300549e+01,3.885000e+00,6.488300e+01,,2.881151e+02,ELL1,,,1.503330e-04,,,,,,
J1807-2459A,,,3.059449e-03,-4.335000e-21,,,,5.837129e+00,-2.203133e+00,2.580000e+00,1.340040e+02,,2.292423e+02,BT,,,0.000000e+00,,,,,,
J1807-2459B,,8.056651e+08,4.186177e-03,8.232450e-20,5.940505e+08,,,5.835885e+00,-2.206051e+00,2.580000e+00,1.371540e+02,,2.292423e+02,DD,,,7.470332e-01,,,,,,
J1810+1744,HE,5.885783e+09,1.662755e-03,4.476000e-21,8.729898e+07,,,4.464227e+01,1.680597e+01,2.357000e+00,3.965952e+01,,9.296315e+01,BT,,,4.700000e-05,,,,,,
J1811-0624,,1.364935e+10,4.145684e-03,4.812274e-21,1.429299e+08,,,2.260440e+01,5.922719e+00,5.801000e+00,1.588260e+02,,,ELL1,,,2.637518e-05,,,,,,
J1811-2405,HE,3.060089e+09,2.660593e-03,1.377560e-20,1.937289e+08,,,7.072972e+00,-2.558998e+00,1.388879e+00,6.061997e+01,,3.489852e+00,ELL1H,,,1.109099e-06,,,,,,
J1813-0402,,9.371455e+09,4.106560e-03,6.942839e-21,1.708668e+08,,,2.497126e+01,6.534113e+00,2.229000e+00,7.134740e+01,,,ELL1,,,4.158004e-06,,,,,,
J1813-2621,,5.630459e+09,4.430012e-03,1.246600e-20,2.378023e+08,,,5.322052e+00,-4.112297e+00,3.158000e+00,1.224924e+02,,3.470430e+02,ELL1,,,2.657066e-06,,,,,,
J1816+4510,HE,1.174539e+09,3.193104e-03,4.307364e-20,3.752859e+08,,,7.282981e+01,2.473501e+01,4.335000e+00,3.880000e+01,,7.410160e+01,ELL1,,,4.159327e-06,,,,,,
J1823-3021G,,,6.091293e-03,-1.780985e-20,,,,2.789690e+00,-7.913627e+00,8.020000e+00,8.620600e+01,,2.639159e+02,DD,,,3.804660e-01,,,,,,
J1823-3543,NRAD,1.775513e+09,2.373309e-03,2.117856e-20,2.268691e+08,,,3.579277e+02,-1.031671e+01,3.711000e+00,8.168600e+01,,,ELL1,,,2.692839e-04,,,,,,
J1824+1014,HE,1.199014e+10,4.065916e-03,5.372794e-21,1.495648e+08,,,3.907627e+01,1.064717e+01,2.904000e+00,5.988070e+01,,,DD,,,1.376000e-04,,,,,,
J1824-0621,,5.601441e+09,3.233016e-03,9.144799e-21,1.739967e+08,,,2.415965e+01,3.099631e+00,3.534000e+00,1.310313e+02,,,ELL1,,,2.293108e-04,,,,,,
J1824-2452C,,,4.159000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.207000e+02,,2.272060e+02,BT,,,8.470000e-01,,,,,,
J1824-2452G,,,5.909000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.194000e+02,,2.272060e+02,BT,,,0.000000e+00,,,,,,
J1824-2452H,,,4.629000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.215000e+02,,2.272060e+02,BT,,,0.000000e+00,,,,,,
J1824-2452I,HE,,3.931853e-03,0.000000e+00,,,,7.798272e+00,-5.579112e+00,5.370000e+00,1.190000e+02,,2.272060e+02,BT,,,0.000000e+00,,,,,,
J1824-2452J,,,4.039000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.192000e+02,,2.272060e+02,BT,,,0.000000e+00,,,,,,
J1824-2452K,,,4.461000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.198000e+02,,2.272060e+02,BT,,,1.524000e-03,,,,,,
J1824-2452L,,,4.100000e-03,,,,,7.798116e+00,-5.580384e+00,5.370000e+00,1.190000e+02,,2.272060e+02,BT,,,0.000000e+00,,,,,,
J1824-2452M,,6.171931e+08,4.784284e-03,1.228180e-19,7.756922e+08,,,7.799512e+00,-5.581255e+00,5.370000e+00,1.193520e+02,,2.272060e+02,ELL1,,,,,,,,,
J1824-2452N,,3.336692e+08,3.352872e-03,1.592087e-19,7.393362e+08,,,7.798525e+00,-5.581586e+00,5.370000e+00,1.193210e+02,,2.272060e+02,ELL1,,,,,,,,,
J1825-0319,,1.060975e+10,4.553528e-03,6.800000e-21,1.780649e+08,,,2.704530e+01,4.138398e+00,3.861000e+00,1.195584e+02,,6.561727e+01,BT,,,1.939000e-04,,,,,,
J1826-0049,,,4.590844e-03,,,,,2.931305e+01,5.215157e+00,1.298000e+00,4.267400e+01,,2.127684e+03,ELL1,,,1.486607e-06,,,,,,
J1828+0625,,1.225948e+10,3.627563e-03,4.688232e-21,1.319660e+08,,,3.606929e+01,8.014109e+00,1.000000e+00,2.241650e+01,,6.788030e+01,DD,,,9.795000e-05,,,,,,
J1833-3840,HE,1.667113e+09,1.866067e-03,1.773488e-20,1.840890e+08,,,3.560110e+02,-1.325998e+01,4.653000e+00,7.866000e+01,,,ELL1,,,,,,,,,
J1835-0114,,1.158061e+10,5.116388e-03,7.000000e-21,1.915053e+08,,,2.999043e+01,3.007125e+00,3.456000e+00,9.820000e+01,,,BT,,,1.100000e-05,,,,,,
J1835-3259B,HE,6.678415e+08,1.830293e-03,4.342235e-20,2.852771e+08,,,1.533953e+00,-1.137618e+01,9.460000e+00,6.350830e+01,,3.115778e+02,ELL1,,,3.482815e-05,,,,,,
J1836-2354A,,2.292763e+10,3.354336e-03,2.318000e-21,8.922981e+07,,,9.885974e+00,-7.561136e+00,3.300000e+00,8.910700e+01,,1.774242e+02,BT,,,0.000000e+00,,,,,,
J1844+0115,,6.185328e+09,4.185544e-03,1.072149e-20,2.143648e+08,,,3.328264e+01,2.078789e+00,4.357000e+00,1.482000e+02,,,ELL1,,,2.578447e-04,,,,,,
J1850+0124,,5.175430e+09,3.559764e-03,1.089785e-20,1.993109e+08,,,3.402462e+01,9.588145e-01,3.385000e+00,1.188800e+02,,,ELL1,,,6.900355e-05,,,,,,
J1850+0242,,4.366326e+08,4.479864e-03,1.625604e-19,8.635545e+08,,,3.526491e+01,1.403281e+00,1.231100e+01,5.400680e+02,,,ELL1,,,9.008885e-05,,,,,,
J1853+1303,,7.437141e+09,4.091797e-03,8.717142e-21,1.911147e+08,,,4.487452e+01,5.366949e+00,1.886779e+00,3.050000e+01,,3.018376e+01,ELL1H,,,2.369456e-05,,,,,,
J1853-0842A,,,2.149433e-03,-2.393192e-21,,,,2.535197e+01,-4.317940e+00,7.400000e+00,1.551250e+02,,1.953448e+02,BT,,,,,,,,,
J1855-1436,HE,5.224307e+09,3.594092e-03,1.090000e-20,2.002893e+08,,,2.035938e+01,-7.570149e+00,5.127000e+00,1.092080e+02,,,DD,,,2.974000e-04,,,,,,
J1857+0943,,4.761830e+09,5.362101e-03,1.784132e-20,3.129904e+08,,,4.229030e+01,3.060416e+00,1.200000e+00,1.330000e+01,,3.441451e+01,T2,,,2.170418e-05,,,,,,
J1858-2216,HE,9.940107e+09,2.384013e-03,3.800000e-21,9.631548e+07,,,1.358062e+01,-1.139329e+01,9.210000e-01,2.663100e+01,,,ELL1,,,1.304940e-04,,,,,,
J1858-5422,HE,9.065248e+09,2.355496e-03,4.116885e-21,9.964960e+07,,,3.420660e+02,-2.269102e+01,1.208000e+00,3.081900e+01,,5.746811e+01,ELL1,,,,,,,,,
J1900+0308,,1.317303e+10,4.909239e-03,5.904654e-21,1.722877e+08,,,3.679848e+01,-6.577146e-01,4.801000e+00,2.498980e+02,,,ELL1,,,0.000000e+00,,,,,,
J1901+0300,,2.702297e+09,7.796776e-03,4.571387e-20,6.041315e+08,,,3.681118e+01,-9.743207e-01,5.304000e+00,2.538870e+02,,,ELL1,,,3.026549e-06,,,,,,
J1902-5105,HE,3.000967e+09,1.742400e-03,9.199255e-21,1.281151e+08,,,3.456501e+02,-2.237863e+01,1.646000e+00,3.625050e+01,,5.081356e+01,ELL1,,,5.863747e-06,,,,,,
J1903+0327,,1.809873e+09,2.149912e-03,1.882082e-20,2.035540e+08,,,3.733634e+01,-1.013611e+00,7.000000e+00,2.975000e+02,,1.859279e+02,DD,,,4.366784e-01,,,,,,
J1903-7051,HE,5.463641e+09,3.597898e-03,1.043357e-20,1.960608e+08,,,3.243910e+02,-2.650771e+01,9.300000e-01,1.966120e+01,,8.051163e+01,ELL1,,,2.029662e-06,,,,,,
J1905+0154A,,,3.192941e-03,,,,,3.620840e+01,-2.201217e+00,7.600000e+00,1.936920e+02,,2.393550e+02,ELL1,,,,,,,,,
J1906+0055,,1.331259e+10,2.789552e-03,3.320000e-21,9.738370e+07,,,3.550502e+01,-2.999943e+00,4.477000e+00,1.268317e+02,,,ELL1,,,1.414214e-06,,,,,,
J1906+0454,,1.107037e+10,2.083278e-03,2.981613e-21,7.975342e+07,,,3.904451e+01,-1.167135e+00,4.092000e+00,1.427930e+02,,2.954925e+02,ELL1,,,,,,,,,
J1906-1754,,1.164564e+10,2.876350e-03,3.913312e-21,1.073601e+08,,,1.842648e+01,-1.123908e+01,6.780000e+00,9.809000e+01,,,BT,,,,,,,,,
J1908+0128,,1.413935e+09,4.702324e-03,5.269255e-20,5.037103e+08,,,3.617048e+01,-3.080017e+00,2.630000e+00,7.510000e+01,,,ELL1,,,2.653439e-04,,,,,,
J1908+2105,HE,2.936818e+09,2.564393e-03,1.383482e-20,1.906027e+08,,,5.369157e+01,5.775249e+00,2.601000e+00,6.190670e+01,,,ELL1,,,,,,,,,
J1909-3744,,3.329275e+09,2.947108e-03,1.402531e-20,2.057331e+08,,,3.597308e+02,-1.959581e+01,1.140000e+00,1.039250e+01,,2.001124e+02,T2,,,1.198541e-07,,,,,,
J1910+1256,,8.158400e+09,4.983584e-03,9.678384e-21,2.222400e+08,,,4.656387e+01,1.795207e+00,2.777758e+00,3.800000e+01,,9.355510e+01,T2,,,2.302400e-04,,,,,,
J1910-5320,,9.989880e+08,2.332367e-03,3.699156e-20,2.972348e+08,,,3.436518e+02,-2.424903e+01,9.950000e-01,2.442000e+01,,3.306460e+01,BTX,,,,,,,,,
J1910-5959A,,,3.266187e-03,-2.923772e-21,,,,3.365252e+02,-2.573034e+01,4.120000e+00,3.370400e+01,,1.000309e+02,ELL1H,,,8.668333e-07,,,,,,
J1911+0101A,,,3.618524e-03,-6.580000e-21,,,,3.611091e+01,-3.918140e+00,8.400000e+00,2.026000e+02,,1.507883e+02,ELL1,,,0.000000e+00,,,,,,
J1911-1114,,4.118027e+09,3.625746e-03,1.395000e-20,2.275809e+08,,,2.513654e+01,-9.579237e+00,1.069000e+00,3.096650e+01,,8.656355e+01,ELL1,,,1.632667e-06,,,,,,
J1913+0618,,8.285689e+09,5.026861e-03,9.612455e-21,2.224414e+08,,,4.103444e+01,-1.959505e+00,5.862000e+00,1.559870e+02,,,DD,,,7.053000e-04,,,,,,
J1918-0642,,4.715304e+09,7.645873e-03,2.569114e-20,4.484925e+08,,,3.002655e+01,-9.123077e+00,1.190468e+00,2.659300e+01,,5.242299e+01,DDH,,,2.032000e-05,,,,,,
J1921+0137,HE,2.044063e+09,2.496372e-03,1.935000e-20,2.224053e+08,,,3.782538e+01,-5.938329e+00,5.084000e+00,1.049000e+02,,,ELL1,,,3.693196e-05,,,,,,
J1921+1929,HE,1.097714e+09,2.646341e-03,3.819643e-20,3.217246e+08,,,5.361947e+01,2.452903e+00,2.432000e+00,6.470000e+01,,1.320880e+02,ELL1,,,2.081936e-04,,,,,,
J1928+1245,,2.849773e+09,3.021606e-03,1.679939e-20,2.279900e+08,,,4.853386e+01,-2.290421e+00,6.080000e+00,1.793000e+02,,,ELL1,,,,,,,,,
J1929+0132,,1.187972e+10,6.418217e-03,8.560011e-21,2.371889e+08,,,3.871189e+01,-7.791559e+00,1.850000e+00,5.340000e+01,,,ELL1,,,8.478679e-06,,,,,,
J1930+2441,,1.056604e+10,5.767407e-03,8.648376e-21,2.259995e+08,,,5.922789e+01,3.001820e+00,3.265000e+00,6.950000e+01,,,ELL1,,,1.770131e-04,,,,,,
J1933-6211,,1.450335e+10,3.543431e-03,3.870986e-21,1.185149e+08,,,3.344310e+02,-2.863150e+01,1.000000e+00,1.150700e+01,,5.894310e+01,T2,,,1.260000e-06,,,,,,
J1935+1726,,,4.200102e-03,,,,,5.336828e+01,-1.374426e+00,2.305000e+00,6.160000e+01,,,ELL1,,,1.757555e-04,,,,,,
J1937+1658,,4.749530e+09,3.957668e-03,1.320245e-20,2.313114e+08,,,5.323722e+01,-2.089787e+00,3.258000e+00,1.058000e+02,,8.208244e+01,ELL1,,,9.176710e-05,,,,,,
J1938+2012,,5.564714e+10,2.634135e-03,7.500000e-22,4.497795e+07,,,5.620481e+01,-7.643973e-01,6.301000e+00,2.369090e+02,,,ELL1,,,1.040433e-05,,,,,,
J1943+2210,,9.165723e+09,5.084174e-03,8.788600e-21,2.139045e+08,,,5.843868e+01,-7.297286e-01,6.773000e+00,1.740890e+02,,,ELL1,,,2.865310e-06,,,,,,
J1946+3417,HE,1.587643e+10,3.170139e-03,3.163672e-21,1.013409e+08,,,6.929433e+01,4.712649e+00,6.938000e+00,1.102000e+02,,2.940854e+02,DD,,,1.344954e-01,,,,,,
J1946-5403,HE,,2.710000e-03,,,,,3.438847e+02,-2.958043e+01,1.234559e+00,2.373140e+01,,2.848897e+01,BT,,,,,,,,,
J1950+2414,HE,3.626896e+09,4.304775e-03,1.880535e-20,2.879161e+08,,,6.109752e+01,-1.168742e+00,7.269000e+00,1.420840e+02,,1.451668e+02,DDGR,,,7.981173e-02,,,,,,
